,sens,start,stop,path,file
169,0,46230,50220,Programs/80/80474/A80474/PM-0901/,A80474-20.wav
170,0,52260,56250,Programs/80/80474/A80474/PM-0901/,A80474-20.wav
171,0,60390,64380,Programs/80/80474/A80474/PM-0901/,A80474-20.wav
172,0,66300,70290,Programs/80/80474/A80474/PM-0901/,A80474-20.wav
173,0,75870,79860,Programs/80/80474/A80474/PM-0901/,A80474-20.wav
174,0,86280,90270,Programs/80/80474/A80474/PM-0901/,A80474-20.wav
175,0,96240,100230,Programs/80/80474/A80474/PM-0901/,A80474-20.wav
176,0,106050,110040,Programs/80/80474/A80474/PM-0901/,A80474-20.wav
177,0,113070,117060,Programs/80/80474/A80474/PM-0901/,A80474-20.wav
178,0,119370,123360,Programs/80/80474/A80474/PM-0901/,A80474-20.wav
179,0,126270,130260,Programs/80/80474/A80474/PM-0901/,A80474-20.wav
180,0,135810,139800,Programs/80/80474/A80474/PM-0901/,A80474-20.wav
181,0,146460,150450,Programs/80/80474/A80474/PM-0901/,A80474-20.wav
182,0,152640,156630,Programs/80/80474/A80474/PM-0901/,A80474-20.wav
183,0,161910,165900,Programs/80/80474/A80474/PM-0901/,A80474-20.wav
184,0,166350,170340,Programs/80/80474/A80474/PM-0901/,A80474-20.wav
185,0,173730,177720,Programs/80/80474/A80474/PM-0901/,A80474-20.wav
186,0,183750,187740,Programs/80/80474/A80474/PM-0901/,A80474-20.wav
187,0,0,3990,Programs/22/22461/A22461/From_CM/,C22461A Region 00_00_00_000 to 00_00_12_317 (01 _ 02).wav
188,0,180,4170,Programs/62/62613/A62613/PM0808/,A62613-10.wav
189,0,1650,5640,Programs/62/62705/A62705/PM-1304/,A62705-014.wav
190,0,0,3990,Programs/62/62902/A62902/PM0809/,A62902-10.wav
191,0,65700,69690,Programs/62/62902/A62902/PM0809/,A62902-10.wav
192,0,78210,82200,Programs/62/62902/A62902/PM0809/,A62902-10.wav
193,0,114570,118560,Programs/62/62902/A62902/PM0809/,A62902-10.wav
194,0,810,4800,Programs/78/78040/A78040/PM-1209/,A78040-01.wav
195,0,240,4230,Programs/03/03820/A03820/From_CM/,C03820B-06.wav
196,0,91230,95220,Programs/03/03820/A03820/From_CM/,C03820B-06.wav
197,0,300,4290,Programs/03/03821/A03821/From_CM-1206/,A03821-01.wav
198,0,480,4470,Programs/03/03821/A03821/From_CM-1206/,A03821-04.wav
199,0,390,4380,Programs/03/03821/A03821/From_CM-1206/,A03821-08.wav
200,0,330,4320,Programs/03/03821/A03821/From_CM-1206/,A03821-10.wav
201,0,1020,5010,Programs/03/03821/A03821/From_CM-1206/,A03821-11.wav
202,0,0,3990,Programs/03/03821/A03821/From_CM-1206/,A03821-14.wav
203,0,0,3990,Programs/03/03821/A03821/From_CM-1206/,A03821-17.wav
204,0,0,3990,Programs/03/03821/A03821/From_CM-1206/,A03821-19.wav
205,0,0,3990,Programs/04/04020/A04020/From_CM/,C04020B Region 00_03_25_482 to 00_04_05_717 (02 _ 03).wav
206,0,180,4170,Programs/04/04171/A04171/From_CM/,C04171B Region 00_00_00_000 to 00_00_07_509 (01 _ 02).wav
207,0,240,4230,Programs/04/04341/A04341/From_CM/,C04341B Region 00_00_00_000 to 00_00_48_981 (01 _ 02).wav
208,0,0,3990,Programs/04/04350/A04350/From_CM/,C04350A Region 00_00_00_000 to 00_00_09_738 (01 _ 02).wav
209,0,240,4230,Programs/04/04350/A04350/From_CM/,C04350A Region 00_16_18_218 to 00_19_38_837 (06 _ 07).wav
210,0,24180,28170,Programs/04/04350/A04350/From_CM/,C04350A Region 00_16_18_218 to 00_19_38_837 (06 _ 07).wav
211,0,39300,43290,Programs/04/04350/A04350/From_CM/,C04350A Region 00_16_18_218 to 00_19_38_837 (06 _ 07).wav
212,0,178770,182760,Programs/04/04350/A04350/From_CM/,C04350A Region 00_16_18_218 to 00_19_38_837 (06 _ 07).wav
213,0,184920,188910,Programs/04/04350/A04350/From_CM/,C04350A Region 00_16_18_218 to 00_19_38_837 (06 _ 07).wav
214,0,190620,194610,Programs/04/04350/A04350/From_CM/,C04350A Region 00_16_18_218 to 00_19_38_837 (06 _ 07).wav
215,0,240,4230,Programs/04/04350/A04350/From_CM/,C04350B Region 00_00_00_000 to 00_00_10_538 (01 _ 02).wav
216,0,1260,5250,Programs/04/04350/A04350/From_CM/,C04350B Region 00_15_48_885 to 00_17_44_137 (05 _ 06).wav
217,0,43470,47460,Programs/04/04350/A04350/From_CM/,C04350B Region 00_15_48_885 to 00_17_44_137 (05 _ 06).wav
218,0,810,4800,Programs/04/04381/A04381/PM-Copy-0907/,A04381-06.wav
219,0,240,4230,Programs/04/04381/A04381/PM-Copy-0907/,A04381-13.wav
220,0,240,4230,Programs/05/05511/A05511/PM-1601/,A05511-1512-012.wav
221,0,240,4230,Programs/82/82299/A82299/PM0901/,A82299-01.wav
222,0,0,3990,Programs/82/82299/A82299/PM0901/,A82299-07.wav
223,0,270,4260,Programs/06/06211/A06211/From_CM/,C06211B Region 00_28_04_565 to 00_29_39_882 (07 _ 08).wav
224,0,240,4230,Programs/07/07540/A07540/From_CM_au/,A07540-01.wav
225,0,570,4560,Programs/07/07541/A07541/MM/,A07541-01.wav
226,0,240,4230,Programs/07/07541/A07541/MM/,A07541-06.wav
227,0,0,3990,Programs/07/07541/A07541/MM/,A07541-09.wav
228,0,240,4230,Programs/07/07541/A07541/MM/,A07541-11.wav
229,0,0,3990,Programs/07/07541/A07541/MM/,A07541-13.wav
230,0,0,3990,Programs/07/07541/A07541/MM/,A07541-16.wav
231,0,900,4890,Programs/07/07541/A07541/MM/,A07541-17.wav
232,0,750,4740,Programs/07/07541/A07541/MM/,A07541-20.wav
233,0,750,4740,Programs/07/07541/A07541/MM/,A07541-27.wav
234,0,11760,15750,Programs/07/07541/A07541/MM/,A07541-27.wav
235,0,780,4770,Programs/07/07541/A07541/MM/,A07541-31.wav
236,0,750,4740,Programs/07/07541/A07541/MM/,A07541-33.wav
237,0,630,4620,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
238,0,6120,10110,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
239,0,11310,15300,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
240,0,21600,25590,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
241,0,26610,30600,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
242,0,34320,38310,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
243,0,43620,47610,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
244,0,49200,53190,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
245,0,61200,65190,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
246,0,68190,72180,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
247,0,78000,81990,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
248,0,84060,88050,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
249,0,97590,101580,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
250,0,102960,106950,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
251,0,112140,116130,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
252,0,116760,120750,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
253,0,123810,127800,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
254,0,130650,134640,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
255,0,135900,139890,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
256,0,142260,146250,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
257,0,146730,150720,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
258,0,153840,157830,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
259,0,159900,163890,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
260,0,168240,172230,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
261,0,173550,177540,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
262,0,178350,182340,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
263,0,183540,187530,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
264,0,188130,192120,Programs/07/07621/A07621/From_CM/,C07621A Region 00_00_00_000 to 00_03_16_010 (01 _ 02).wav
265,0,390,4380,Programs/11/11041/A11041/From_CM/,C11041A Region 00_17_46_581 to 00_18_52_501 (07 _ 08).wav
266,0,0,3990,Programs/11/11041/A11041/From_CM/,C11041A Region 00_18_52_501 to 00_19_53_813 (08 _ 09).wav
267,0,0,3990,Programs/11/11041/A11041/From_CM/,C11041A Region 00_19_53_813 to 00_20_55_738 (09 _ 10).wav
268,0,0,3990,Programs/11/11041/A11041/From_CM/,C11041A Region 00_20_55_738 to 00_21_57_589 (10 _ 11).wav
269,0,0,3990,Programs/11/11041/A11041/From_CM/,C11041A Region 00_21_57_589 to 00_22_30_090 (11 _ 12).wav
270,0,240,4230,Programs/11/11041/A11041/From_CM/,C11041B Region 00_00_00_000 to 00_01_00_071 (01 _ 03).wav
271,0,0,3990,Programs/11/11041/A11041/From_CM/,C11041B Region 00_01_00_072 to 00_02_02_031 (03 _ 04).wav
272,0,34200,38190,Programs/11/11041/A11041/From_CM/,C11041B Region 00_01_00_072 to 00_02_02_031 (03 _ 04).wav
273,0,45030,49020,Programs/11/11041/A11041/From_CM/,C11041B Region 00_01_00_072 to 00_02_02_031 (03 _ 04).wav
274,0,0,3990,Programs/11/11041/A11041/From_CM/,C11041B Region 00_02_02_032 to 00_03_03_359 (04 _ 05).wav
275,0,0,3990,Programs/11/11041/A11041/From_CM/,C11041B Region 00_03_03_360 to 00_04_04_917 (05 _ 06).wav
276,0,0,3990,Programs/11/11041/A11041/From_CM/,C11041B Region 00_04_04_917 to 00_04_41_642 (06 _ 07).wav
277,0,8550,12540,Programs/11/11041/A11041/From_CM/,C11041B Region 00_04_04_917 to 00_04_41_642 (06 _ 07).wav
278,0,0,3990,Programs/11/11210/A11210/PM-0911/,A11210-03.wav
279,0,420,4410,Programs/11/11210/A11210/PM-0911/,A11210-07.wav
280,0,840,4830,Programs/11/11210/A11210/PM-0911/,A11210-09.wav
281,0,870,4860,Programs/11/11210/A11210/PM-0911/,A11210-15.wav
282,0,240,4230,Programs/11/11291/A11291/MM/,A11291-01.wav
283,0,780,4770,Programs/11/11291/A11291/MM/,A11291-04.wav
284,0,780,4770,Programs/11/11291/A11291/MM/,A11291-07.wav
285,0,1140,5130,Programs/11/11291/A11291/MM/,A11291-09.wav
286,0,990,4980,Programs/11/11291/A11291/MM/,A11291-12.wav
287,0,870,4860,Programs/11/11291/A11291/MM/,A11291-15.wav
288,0,960,4950,Programs/11/11291/A11291/MM/,A11291-17.wav
289,0,120,4110,Programs/11/11641/A11641/From_CM/,A11641-01.wav
290,0,720,4710,Programs/11/11641/A11641/From_CM/,A11641-19.wav
291,0,0,3990,Programs/11/11701/A11701/From_CM/,A11701-01.wav
292,0,390,4380,Programs/11/11701/A11701/From_CM/,A11701-04.wav
293,0,540,4530,Programs/11/11701/A11701/From_CM/,A11701-11.wav
294,0,690,4680,Programs/11/11701/A11701/From_CM/,A11701-12.wav
295,0,0,3990,Programs/13/13560/A13560/PM-1112/,A13560-012.wav
296,0,8760,12750,Programs/13/13560/A13560/PM-1112/,A13560-012.wav
297,0,15930,19920,Programs/13/13560/A13560/PM-1112/,A13560-012.wav
298,0,23070,27060,Programs/13/13560/A13560/PM-1112/,A13560-012.wav
299,0,29850,33840,Programs/13/13560/A13560/PM-1112/,A13560-012.wav
300,0,36690,40680,Programs/13/13560/A13560/PM-1112/,A13560-012.wav
301,0,1260,5250,Programs/13/13591/A13591/PM-1111/,A13591-019.wav
302,0,8010,12000,Programs/13/13591/A13591/PM-1111/,A13591-019.wav
303,0,15180,19170,Programs/13/13591/A13591/PM-1111/,A13591-019.wav
304,0,22320,26310,Programs/13/13591/A13591/PM-1111/,A13591-019.wav
305,0,29100,33090,Programs/13/13591/A13591/PM-1111/,A13591-019.wav
306,0,35940,39930,Programs/13/13591/A13591/PM-1111/,A13591-019.wav
307,0,270,4260,Programs/14/14751/A14751/From_CM/,A14751-09.wav
308,0,240,4230,Programs/14/14960/A14960/From_CM/,C14960A Region 00_28_59_252 to 00_30_24_577 (05 _ .wav
309,0,44490,48480,Programs/14/14960/A14960/From_CM/,C14960A Region 00_28_59_252 to 00_30_24_577 (05 _ .wav
310,0,210,4200,Programs/15/15580/A15580/MM/,A15580-01.wav
311,0,420,4410,Programs/15/15601/A15601/MM/,A15601-01.wav
312,0,630,4620,Programs/15/15601/A15601/MM/,A15601-03.wav
313,0,510,4500,Programs/15/15601/A15601/MM/,A15601-10.wav
314,0,240,4230,Programs/15/15601/A15601/MM/,A15601-12.wav
315,0,270,4260,Programs/15/15601/A15601/MM/,A15601-14.wav
316,0,390,4380,Programs/15/15601/A15601/MM/,A15601-20.wav
317,0,240,4230,Programs/15/15971/A15971/From_CM/,A15971-01.wav
318,0,480,4470,Programs/15/15971/A15971/From_CM/,A15971-05.wav
319,0,480,4470,Programs/15/15971/A15971/From_CM/,A15971-13.wav
320,0,270,4260,Programs/15/15971/A15971/From_CM/,A15971-16.wav
321,0,2700,6690,Programs/16/16011/A16011/MM/,A16011-03.wav
322,0,29100,33090,Programs/16/16011/A16011/MM/,A16011-03.wav
323,0,900,4890,Programs/16/16011/A16011/MM/,A16011-13.wav
